govid|english_name|fax
179|C.T. Maids Limited|25238790
2481|MAIDSDOT.COM LIMITED|25238790

198|EMPLOYMENT WORLD|29068816
1549|LUCKY MAIDS JOB CENTRE|29068816

208|Mabros Employment Agency|25120854
70|Great Top Employment Service Centre|25120854

221|SACRED HEART INTERNATIONAL CONSULTANTS|28322036
298|Way Tech Consultants Company|28322036

222|ASIA-ONE EMPLOYMENT AGENCY|23685555
223|ASIA-ONE EMPLOYMENT AGENCY|23685555
224|ASIA-ONE EMPLOYMENT AGENCY|23685555

223|ASIA-ONE EMPLOYMENT AGENCY|23685555
222|ASIA-ONE EMPLOYMENT AGENCY|23685555
224|ASIA-ONE EMPLOYMENT AGENCY|23685555

265|Mrs. MA's Employment Services|26532397
266|Mrs. MA's Employment Services|26532397
366|Romy Employment Services|26532397

274|PBI Employment Services & Trading Company|25743304
2734|CLARICH EMPLOYMENT COMPANY|25743304

298|Way Tech Consultants Company|28322036
221|SACRED HEART INTERNATIONAL CONSULTANTS|28322036

309|Excel Choice Employment Services Limited|31623402
370|Cheer Lots Employment Services Limited|31623402

322|Right Choice Overseas Employment Centre Limited|30079141
321|Right Choice Overseas Employment Centre Limited|30079141

353|Maid Home Employment Agency|23331035
850|ANSTAR LIMITED|23331035

359|Caring Employment Centre|21519335
1920|TOP RESOURCES CONSULTANCY COMPANY|21519335

366|Romy Employment Services|26532397
265|Mrs. MA's Employment Services|26532397
266|Mrs. MA's Employment Services|26532397

424|Home De Fairy Consultants Limited|25263380
197|KA WO CONSULTANTS LIMITED|25263380
86|D.D. Domestic Services|25263380

439|Pak On (Hong Kong) Company Limited|26316188
956|Royalcorp Employment Agency Limited|26316188

513|The Searchers Human Resources Co.|27090758
419|Blue Sky Co.|27090758

521|New Town Employment Agency|24589491
1882|HO MAN EMPLOYMENT AGENCY|24589491

532|H W Employment Agency Centre|27706568
531|H W Employment Agency Centre|27706568

547|Foreign Maid Employment Agency|31562336
4216|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|31562336

557|Get Maid Agency|28159750
3257|POINTS AGENCY|28159750
556|Get Maid Agency|28159750
558|Get Maid Agency|28159750

558|Get Maid Agency|28159750
3257|POINTS AGENCY|28159750
556|Get Maid Agency|28159750
557|Get Maid Agency|28159750

574|Jumbo International Maid Employment Agency|23388402
3349|SMOOTH MAID EMPLOYMENT AGENCY LIMITED|23388402

576|Ming Tak Services Company|29888512
3430|Ming Tak Services Company|29888512

608|Great Possession Employment Agency|25138773
1371|Stone Employment Agency|25138773

610|Bright Essence International Limited|24739776
665|Brilliant Employment Consultant|24739776

619|SVC DEVELOPMENT CO.|27803822
57|Ivy's Agency (H.K.)|27803822

622|Anlida|27720087
2357|FUN TOP EMPLOYMENT SERVICE COMPANY|27720087

633|Markwell Service Company|21392800
91|Wellmark Employment Services Consultant|21392800

653|Rejoice Employment Services Limited|34282273
1226|VCARE EMPLOYMENT SERVICES LIMITED|34282273

683|Hung Chau Company Limited|31020066
682|Hung Chau Company Limited|31020066

706|Kasa Maid Agency Limited|21267682
1496|St. Joseph's Employment Consultants|21267682

761|Arrow Employment Services|23326511
762|Arrow Employment Services|23326511

810|Pacific Garden Employment Agency|27711295
3959|BTI COURIER EXPRESS|27711295

820|A & E Employment Centre|23889057
2627|A&F; EMPLOYMENT CENTRE|23889057
2629|A&F; EMPLOYMENT CENTRE|23889057
2630|A&F; EMPLOYMENT CENTRE|23889057
848|AIE Employment Centre|23889057

822|A & E Employment Centre|31000120
2628|A&F; EMPLOYMENT CENTRE|31000120

823|A & E Employment Centre|21551139
3768|A&G; EMPLOYMENT CENTRE|21551139

864|DK & C Employment Service Co.|35851669
2455|DIANA Human Resources|35851669

868|Chin House Employment Agency Limited|27045880
1282|Sunny Day Employment Agency|27045880

876|VIEW RISE MAID SERVICE|30201825
1471|ASIA EXPANSION LIMITED|30201825

889|SKY EMPLOYMENT SERVICE COMPANY LIMITED|37412881
1110|PROTECTIVE EMPLOYMENT SERVICE COMPANY|37412881

896|STAR CARE EMPLOYMENT AGENCY|26138085
3132|STAR CARE EMPLOYMENT AGENCY|26138085
894|STAR CARE EMPLOYMENT AGENCY|26138085
895|STAR CARE EMPLOYMENT AGENCY|26138085

900|UNITED ASIA EMPLOYMENT AGENCY|23331344
1145|NOW EMPLOYMENT AGENCY|23331344

956|Royalcorp Employment Agency Limited|26316188
439|Pak On (Hong Kong) Company Limited|26316188

1030|BLISS EMPLOYMENT SERVICES LIMITED|21111104
1941|Mamie Employment Centre Limited|21111104

1110|PROTECTIVE EMPLOYMENT SERVICE COMPANY|37412881
889|SKY EMPLOYMENT SERVICE COMPANY LIMITED|37412881

1145|NOW EMPLOYMENT AGENCY|23331344
900|UNITED ASIA EMPLOYMENT AGENCY|23331344

1170|C & D EMPLOYMENT AGENCY|31767419
1171|C & D EMPLOYMENT AGENCY|31767419

1174|Grand Royal (AFT) Employment|27648688
1818|Grand Palace Employment Agency Centre|27648688
3382|Grand Royal (AFT) Employment|27648688
3998|GRAND WINNERS EMPLOYMENT CENTRE|27648688
4012|Grand Royal (AFT) Employment|27648688
4013|Grand Royal (AFT) Employment|27648688

1214|YOURMAID SERVICES CENTRE LIMITED|23888930
1265|Enjoy Services Centre Limited|23888930

1226|VCARE EMPLOYMENT SERVICES LIMITED|34282273
653|Rejoice Employment Services Limited|34282273

1265|Enjoy Services Centre Limited|23888930
1214|YOURMAID SERVICES CENTRE LIMITED|23888930

1282|Sunny Day Employment Agency|27045880
868|Chin House Employment Agency Limited|27045880

1285|MAIDSLAND EMPLOYMENT AGENCY|81489614
3135|MAIDSLAND EMPLOYMENT AGENCY|81489614

1317|ALL THE BEST EMPLOYMENT LIMITED|23313373
3077|RCI International Employment Agency Limited|23313373

1371|Stone Employment Agency|25138773
608|Great Possession Employment Agency|25138773

1399|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1397|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1398|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1400|FURTHER CREATION EMPLOYMENT CENTRE|28697900
3242|Kex Industrial Company|28697900
53|Finest International Limited|28697900
54|Finest International Limited|28697900
64|Superiority International Limited|28697900

1400|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1397|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1398|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1399|FURTHER CREATION EMPLOYMENT CENTRE|28697900
3242|Kex Industrial Company|28697900
53|Finest International Limited|28697900
54|Finest International Limited|28697900
64|Superiority International Limited|28697900

1416|Perfect Maid Centre|25100038
1415|Perfect Maid Centre|25100038
1418|Perfect Maid Centre|25100038

1466|NEW WISH EMPLOYMENT AGENCY|25770187
2009|NEW FORSEE EMPLOYMENT AGENCY|25770187

1496|St. Joseph's Employment Consultants|21267682
706|Kasa Maid Agency Limited|21267682

1546|JL Employment Centre|24791970
1545|JL Employment Centre|24791970

1549|LUCKY MAIDS JOB CENTRE|29068816
198|EMPLOYMENT WORLD|29068816

1577|C & C Oversea Employment Company|24932992
1649|Hong Kong DH Employment Centre|24932992

1590|Ngai Kan Employment Agency|26382851
2184|CHAMPION EMPLOYMENT|26382851

1649|Hong Kong DH Employment Centre|24932992
1577|C & C Oversea Employment Company|24932992

1651|VIVA EMPLOYMENT SERVICES LIMITED|27890223
3630|VIVA EMPLOYMENT SERVICES LIMITED|27890223

1653|Dragon Castle Employment Agency Limited|37530456
1671|FAN IN EMPLOYMENT AGENCY LIMITED|37530456

1690|MY SWEET HOME EMPLOYMENT AGENCY|21807505
3618|EAST STAR RECRUITMENT|21807505

1691|WANG FULLCO EMPLOYMENT AGENCY LIMITED|23328803
3519|CORDIAL EMPLOYMENT AGENCY CO|23328803

1737|HAPPY HOUSE EMPLOYMENT AGENCY|27877518
2001|FAVOR MAID EMPLOYMENT AGENCY|27877518
2836|GOLDEN PEAK EMPLOYMENT AGENCY|27877518
3890|JIM CITY EMPLOYMENT AGENCY|27877518

1796|Bandung Enterprises|25494838
2387|KING BEST HOLDINGS LIMITED|25494838

1818|Grand Palace Employment Agency Centre|27648688
1174|Grand Royal (AFT) Employment|27648688
3382|Grand Royal (AFT) Employment|27648688
3998|GRAND WINNERS EMPLOYMENT CENTRE|27648688
4012|Grand Royal (AFT) Employment|27648688
4013|Grand Royal (AFT) Employment|27648688

1848|MR. RIGHT EMPLOYMENT CENTRE|28571362
171|Right Man Consultants Limited|28571362

1882|HO MAN EMPLOYMENT AGENCY|24589491
521|New Town Employment Agency|24589491

1889|NAULI EMPLOYMENT AGENCY COMPANY LIMITED|28971982
1612|LI WING EMPLOYMENT CENTRE|28971982

1920|TOP RESOURCES CONSULTANCY COMPANY|21519335
359|Caring Employment Centre|21519335

1941|Mamie Employment Centre Limited|21111104
1030|BLISS EMPLOYMENT SERVICES LIMITED|21111104

2001|FAVOR MAID EMPLOYMENT AGENCY|27877518
1737|HAPPY HOUSE EMPLOYMENT AGENCY|27877518
2836|GOLDEN PEAK EMPLOYMENT AGENCY|27877518
3890|JIM CITY EMPLOYMENT AGENCY|27877518

2007|S & B Employment & Travel Centre|23326320
3897|Snow Employment & Travel Centre|23326320

2009|NEW FORSEE EMPLOYMENT AGENCY|25770187
1466|NEW WISH EMPLOYMENT AGENCY|25770187

2124|FAI SING (HONG KONG) LIMITED|39933850
4082|Fong Wah Trading Co|39933850

2156|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|31739059
2292|FIRST CAPITAL RESOURCES GROUP LIMITED|31739059
2623|Maid Best Limited|31739059

2164|UNITED FAMILY EMPLOYMENT AGENCY|23932096
613|Maid Supply Employment Agency|23932096

2184|CHAMPION EMPLOYMENT|26382851
1590|Ngai Kan Employment Agency|26382851

2194|Rising Sun Employment Agency|35202170
1484|MADAM JOE PROFESSIONAL DOMESTIC SERVICES COMPANY|35202170

2250|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
2249|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
3421|SUNTEL ENTERPRISES|26739277

2292|FIRST CAPITAL RESOURCES GROUP LIMITED|31739059
2156|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|31739059
2623|Maid Best Limited|31739059

2357|FUN TOP EMPLOYMENT SERVICE COMPANY|27720087
622|Anlida|27720087

2387|KING BEST HOLDINGS LIMITED|25494838
1796|Bandung Enterprises|25494838

2402|TACKLE STAR|37475880
590|HERO INDONESIA|37475880

2455|DIANA Human Resources|35851669
864|DK & C Employment Service Co.|35851669

2481|MAIDSDOT.COM LIMITED|25238790
179|C.T. Maids Limited|25238790

2549|HELPER SEARCH TECHNOLOGIES LIMITED|28859080
3403|Ansin Employment Services|28859080

2572|HEARTFUL EMPLOYMENT SERVICES (HK) LIMITED|26823847
81|Beatrice Filipino Domestic Helpers|26823847

2623|Maid Best Limited|31739059
2156|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|31739059
2292|FIRST CAPITAL RESOURCES GROUP LIMITED|31739059

2627|A&F; EMPLOYMENT CENTRE|23889057
2629|A&F; EMPLOYMENT CENTRE|23889057
2630|A&F; EMPLOYMENT CENTRE|23889057
820|A & E Employment Centre|23889057
848|AIE Employment Centre|23889057

2628|A&F; EMPLOYMENT CENTRE|31000120
822|A & E Employment Centre|31000120

2629|A&F; EMPLOYMENT CENTRE|23889057
2627|A&F; EMPLOYMENT CENTRE|23889057
2630|A&F; EMPLOYMENT CENTRE|23889057
820|A & E Employment Centre|23889057
848|AIE Employment Centre|23889057

2630|A&F; EMPLOYMENT CENTRE|23889057
2627|A&F; EMPLOYMENT CENTRE|23889057
2629|A&F; EMPLOYMENT CENTRE|23889057
820|A & E Employment Centre|23889057
848|AIE Employment Centre|23889057

2733|TAKEME EMPLOYMENT AGENCY|35655219
3384|TAKEME EMPLOYMENT AGENCY|35655219

2749|KA YIN EMPLOYMENT CENTRE|24876111
2750|KA YIN EMPLOYMENT CENTRE|24876111

2750|KA YIN EMPLOYMENT CENTRE|24876111
2749|KA YIN EMPLOYMENT CENTRE|24876111

2836|GOLDEN PEAK EMPLOYMENT AGENCY|27877518
1737|HAPPY HOUSE EMPLOYMENT AGENCY|27877518
2001|FAVOR MAID EMPLOYMENT AGENCY|27877518
3890|JIM CITY EMPLOYMENT AGENCY|27877518

3066|FESDI EMPLOYMENT CENTRE|28992161
1658|FESDI EMPLOYMENT CENTRE|28992161
3070|FESDI EMPLOYMENT CENTRE|28992161
3072|FESDI EMPLOYMENT CENTRE|28992161
3074|FESDI EMPLOYMENT CENTRE|28992161

3070|FESDI EMPLOYMENT CENTRE|28992161
1658|FESDI EMPLOYMENT CENTRE|28992161
3066|FESDI EMPLOYMENT CENTRE|28992161
3072|FESDI EMPLOYMENT CENTRE|28992161
3074|FESDI EMPLOYMENT CENTRE|28992161

3072|FESDI EMPLOYMENT CENTRE|28992161
1658|FESDI EMPLOYMENT CENTRE|28992161
3066|FESDI EMPLOYMENT CENTRE|28992161
3070|FESDI EMPLOYMENT CENTRE|28992161
3074|FESDI EMPLOYMENT CENTRE|28992161

3077|RCI International Employment Agency Limited|23313373
1317|ALL THE BEST EMPLOYMENT LIMITED|23313373

3093|UNIQUE EMPLOYMENT CENTRE LIMITED|34890605
3321|O-raiser Employment Agency Company Limited|34890605

3132|STAR CARE EMPLOYMENT AGENCY|26138085
894|STAR CARE EMPLOYMENT AGENCY|26138085
895|STAR CARE EMPLOYMENT AGENCY|26138085
896|STAR CARE EMPLOYMENT AGENCY|26138085

3135|MAIDSLAND EMPLOYMENT AGENCY|81489614
1285|MAIDSLAND EMPLOYMENT AGENCY|81489614

3202|CITY EMPLOYMENT PARADISE CO.|25660711
3320|ISLAND WEST EMPLOYMENT PARADISE CO.|25660711

3203|CITY EMPLOYMENT PARADISE CO.|28850612
1024|OLYMPIA EMPLOYMENT COMPANY|28850612

3206|CITY EMPLOYMENT PARADISE CO.|27726706
3412|SCENEWAY EMPLOYMENT PARADISE CO.|27726706

3209|TSUEN WAN EMPLOYMENT PARADISE CO.|22134468
3204|CITY EMPLOYMENT PARADISE CO.|22134468

3237|Radiant Maid Agency Service Limited|27800050
1608|Radiant Maid Agency Service Limited|27800050

3320|ISLAND WEST EMPLOYMENT PARADISE CO.|25660711
3202|CITY EMPLOYMENT PARADISE CO.|25660711

3321|O-raiser Employment Agency Company Limited|34890605
3093|UNIQUE EMPLOYMENT CENTRE LIMITED|34890605

3335|LINCOLN EMPLOYMENT AGENCY|23381444
1744|LYNCH BRIGHT LIMITED|23381444

3343|KING'S ONE EMPLOYMENT AGENCY|23030540
801|HAPPY YO YO OVERSEA EMPLOYMENT AGENCY|23030540

3349|SMOOTH MAID EMPLOYMENT AGENCY LIMITED|23388402
574|Jumbo International Maid Employment Agency|23388402

3383|Best of Best (BOB) Employment Centre|28981738
2297|Best of Best (BOB) Employment Centre|28981738

3384|TAKEME EMPLOYMENT AGENCY|35655219
2733|TAKEME EMPLOYMENT AGENCY|35655219

3412|SCENEWAY EMPLOYMENT PARADISE CO.|27726706
3206|CITY EMPLOYMENT PARADISE CO.|27726706

3457|SINCERE COMPANY|35851785
3458|SINCERE COMPANY|35851785

3458|SINCERE COMPANY|35851785
3457|SINCERE COMPANY|35851785

3467|DILIGENT EMPLOYMENT|26758600
3638|WILLPOWER EMPLOYMENT CONSULTANT|26758600

3488|WELL SHINE CO.|30109787
1909|WELL SHINE CO.|30109787

3489|Ensemble Human Resources Co. Limited|21490779
2205|Ensemble Human Resources Co. Limited|21490779
3577|Ensemble Human Resources Co. Limited|21490779
4063|Ensemble Human Resources Co. Limited|21490779

3507|MING YIP CONSULTANT|26082991
4057|CAMBRIDGE CONSULTANTS|26082991

3585|e-Job|23664299
3584|HKBS|23664299

3618|EAST STAR RECRUITMENT|21807505
1690|MY SWEET HOME EMPLOYMENT AGENCY|21807505

3630|VIVA EMPLOYMENT SERVICES LIMITED|27890223
1651|VIVA EMPLOYMENT SERVICES LIMITED|27890223

3768|A&G; EMPLOYMENT CENTRE|21551139
823|A & E Employment Centre|21551139

3799|Wing Fu Yu Employment Agency Limited|28384222
4109|INDO INDAH EMPLOYMENT AGENCY|28384222

3847|Grand Bee Trade Plus|23074936
2929|Grand Excellent Intercontinental Recruitment Agency|23074936

3877|Gary's Employment Agency Company Limited|81485331
4119|U.A. EMPLOYMENT CENTER|81485331

3886|LT Domestic Helper Agency Limited|35202147
4132|R JOB LIMITED|35202147

3890|JIM CITY EMPLOYMENT AGENCY|27877518
1737|HAPPY HOUSE EMPLOYMENT AGENCY|27877518
2001|FAVOR MAID EMPLOYMENT AGENCY|27877518
2836|GOLDEN PEAK EMPLOYMENT AGENCY|27877518

3897|Snow Employment & Travel Centre|23326320
2007|S & B Employment & Travel Centre|23326320

3959|BTI COURIER EXPRESS|27711295
810|Pacific Garden Employment Agency|27711295

3962|FULLY HUMAN RESOURCE AGENCY COMPANY|25663720
754|Po Sing Employment Service Centre Limited|25663720

3998|GRAND WINNERS EMPLOYMENT CENTRE|27648688
1174|Grand Royal (AFT) Employment|27648688
1818|Grand Palace Employment Agency Centre|27648688
3382|Grand Royal (AFT) Employment|27648688
4012|Grand Royal (AFT) Employment|27648688
4013|Grand Royal (AFT) Employment|27648688

4012|Grand Royal (AFT) Employment|27648688
1174|Grand Royal (AFT) Employment|27648688
1818|Grand Palace Employment Agency Centre|27648688
3382|Grand Royal (AFT) Employment|27648688
3998|GRAND WINNERS EMPLOYMENT CENTRE|27648688
4013|Grand Royal (AFT) Employment|27648688

4013|Grand Royal (AFT) Employment|27648688
1174|Grand Royal (AFT) Employment|27648688
1818|Grand Palace Employment Agency Centre|27648688
3382|Grand Royal (AFT) Employment|27648688
3998|GRAND WINNERS EMPLOYMENT CENTRE|27648688
4012|Grand Royal (AFT) Employment|27648688

4063|Ensemble Human Resources Co. Limited|21490779
2205|Ensemble Human Resources Co. Limited|21490779
3489|Ensemble Human Resources Co. Limited|21490779
3577|Ensemble Human Resources Co. Limited|21490779

4064|THE ONE HELPER AGENCY|82662846
3843|THE ONE HELPER AGENCY|82662846

4087|Live-in Seedling Employment Service Co.|24898206
2703|GREEN SELECT EMPLOYMENT SERVICES CO.|24898206

4109|INDO INDAH EMPLOYMENT AGENCY|28384222
3799|Wing Fu Yu Employment Agency Limited|28384222

4119|U.A. EMPLOYMENT CENTER|81485331
3877|Gary's Employment Agency Company Limited|81485331

4132|R JOB LIMITED|35202147
3886|LT Domestic Helper Agency Limited|35202147

4165|Advantage Consultant Co.|27711420
903|Advantage Consultant Co.|27711420

4166|Liberty Employment Agency|37967729
1588|Liberty Employment Agency|37967729

4216|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|31562336
547|Foreign Maid Employment Agency|31562336

57|Ivy's Agency (H.K.)|27803822
619|SVC DEVELOPMENT CO.|27803822

81|Beatrice Filipino Domestic Helpers|26823847
2572|HEARTFUL EMPLOYMENT SERVICES (HK) LIMITED|26823847

98|Sing Fai (Hong Kong) Co.|27713970
625|Regent Pacific Service Company|27713970

185|Top Maids Employment Agency|27801903
189|Top Make Enterprise|27801903

189|Top Make Enterprise|27801903
185|Top Maids Employment Agency|27801903

197|KA WO CONSULTANTS LIMITED|25263380
424|Home De Fairy Consultants Limited|25263380
86|D.D. Domestic Services|25263380

240|Good Link Consultants|81040816
4214|Good Link Consultants|81040816

266|Mrs. MA's Employment Services|26532397
265|Mrs. MA's Employment Services|26532397
366|Romy Employment Services|26532397

321|Right Choice Overseas Employment Centre Limited|30079141
322|Right Choice Overseas Employment Centre Limited|30079141

346|K&P; Employment Agency|27157770
1855|K & H Employment Agency|27157770
3724|K&P; Employment Agency|27157770

531|H W Employment Agency Centre|27706568
532|H W Employment Agency Centre|27706568

556|Get Maid Agency|28159750
3257|POINTS AGENCY|28159750
557|Get Maid Agency|28159750
558|Get Maid Agency|28159750

625|Regent Pacific Service Company|27713970
98|Sing Fai (Hong Kong) Co.|27713970

665|Brilliant Employment Consultant|24739776
610|Bright Essence International Limited|24739776

682|Hung Chau Company Limited|31020066
683|Hung Chau Company Limited|31020066

762|Arrow Employment Services|23326511
761|Arrow Employment Services|23326511

848|AIE Employment Centre|23889057
2627|A&F; EMPLOYMENT CENTRE|23889057
2629|A&F; EMPLOYMENT CENTRE|23889057
2630|A&F; EMPLOYMENT CENTRE|23889057
820|A & E Employment Centre|23889057

850|ANSTAR LIMITED|23331035
353|Maid Home Employment Agency|23331035

894|STAR CARE EMPLOYMENT AGENCY|26138085
3132|STAR CARE EMPLOYMENT AGENCY|26138085
895|STAR CARE EMPLOYMENT AGENCY|26138085
896|STAR CARE EMPLOYMENT AGENCY|26138085

895|STAR CARE EMPLOYMENT AGENCY|26138085
3132|STAR CARE EMPLOYMENT AGENCY|26138085
894|STAR CARE EMPLOYMENT AGENCY|26138085
896|STAR CARE EMPLOYMENT AGENCY|26138085

903|Advantage Consultant Co.|27711420
4165|Advantage Consultant Co.|27711420

1024|OLYMPIA EMPLOYMENT COMPANY|28850612
3203|CITY EMPLOYMENT PARADISE CO.|28850612

1256|Chen Chen Co|22648201
