govid|english_name|telephone
419|Blue Sky Co.|23400648
513|The Searchers Human Resources Co.|23400648

522|Tai Ping Employment Agency|27619686
1566|J & P Employment Agency|27619686

621|Anlida|28816655
3065|Anlida|28816655

1566|J & P Employment Agency|27619686
522|Tai Ping Employment Agency|27619686

1588|Liberty Employment Agency|25786029
4166|Liberty Employment Agency|25786029

2031|Maid For You Limited|28859558
2841|FairMaid Limited|28859558

2841|FairMaid Limited|28859558
2031|Maid For You Limited|28859558

3065|Anlida|28816655
621|Anlida|28816655

3415|HELPER EASY LIMITED|28776699
2959|Gracefield Employment Service Limited|28776699

2249|HOME CARE EMPLOYMENT AGENCY LIMITED|91925079
2250|HOME CARE EMPLOYMENT AGENCY LIMITED|91925079

2588|FamilyMaid Employment Services Limited|35868811
2587|FamilyMaid Employment Services Limited|35868811

