govid|english_name|fax
484|Bright Essence International Limited|24739776
528|Brilliant Employment Consultant|24739776

501|Markwell Service Company|21392800
65|Wellmark Employment Services Consultant|21392800

519|Rejoice Employment Services Limited|34282273
942|VCARE EMPLOYMENT SERVICES LIMITED|34282273

543|Hung Chau Company Limited|31020066
542|Hung Chau Company Limited|31020066

565|Kasa Maid Agency Limited|21267682
1139|St. Joseph's Employment Consultants|21267682

592|Arrow Employment Services|23326511
593|Arrow Employment Services|23326511

593|Arrow Employment Services|23326511
592|Arrow Employment Services|23326511

637|Pacific Garden Employment Agency|27711295
2568|BTI COURIER EXPRESS|27711295

641|A & E Employment Centre|23889057
1835|A&F; EMPLOYMENT CENTRE|23889057
1836|A&F; EMPLOYMENT CENTRE|23889057
1838|A&F; EMPLOYMENT CENTRE|23889057
656|AIE Employment Centre|23889057

642|A & E Employment Centre|31000120
1837|A&F; EMPLOYMENT CENTRE|31000120

665|DK & C Employment Service Co.|35851669
1743|DIANA Human Resources|35851669

667|Chin House Employment Agency Limited|27045880
979|Sunny Day Employment Agency|27045880

674|VIEW RISE MAID SERVICE|30201825
1120|ASIA EXPANSION LIMITED|30201825

684|SKY EMPLOYMENT SERVICE COMPANY LIMITED|37412881
857|PROTECTIVE EMPLOYMENT SERVICE COMPANY|37412881

691|UNITED ASIA EMPLOYMENT AGENCY|23331344
881|NOW EMPLOYMENT AGENCY|23331344

695|Advantage Consultant Co.|27711420
694|Advantage Consultant Co.|27711420

736|Royalcorp Employment Agency Limited|26316188
338|Pak On (Hong Kong) Company Limited|26316188

790|BLISS EMPLOYMENT SERVICES LIMITED|21111104
1452|Mamie Employment Centre Limited|21111104

857|PROTECTIVE EMPLOYMENT SERVICE COMPANY|37412881
684|SKY EMPLOYMENT SERVICE COMPANY LIMITED|37412881

881|NOW EMPLOYMENT AGENCY|23331344
691|UNITED ASIA EMPLOYMENT AGENCY|23331344

900|C & D EMPLOYMENT AGENCY|31767419
901|C & D EMPLOYMENT AGENCY|31767419

902|Grand Royal (AFT) Employment|27648688
1373|Grand Palace Employment Agency Centre|27648688
2612|GRAND WINNERS EMPLOYMENT CENTRE|27648688
903|Grand Royal (AFT) Employment|27648688
904|Grand Royal (AFT) Employment|27648688
905|Grand Royal (AFT) Employment|27648688

903|Grand Royal (AFT) Employment|27648688
1373|Grand Palace Employment Agency Centre|27648688
2612|GRAND WINNERS EMPLOYMENT CENTRE|27648688
902|Grand Royal (AFT) Employment|27648688
904|Grand Royal (AFT) Employment|27648688
905|Grand Royal (AFT) Employment|27648688

904|Grand Royal (AFT) Employment|27648688
1373|Grand Palace Employment Agency Centre|27648688
2612|GRAND WINNERS EMPLOYMENT CENTRE|27648688
902|Grand Royal (AFT) Employment|27648688
903|Grand Royal (AFT) Employment|27648688
905|Grand Royal (AFT) Employment|27648688

905|Grand Royal (AFT) Employment|27648688
1373|Grand Palace Employment Agency Centre|27648688
2612|GRAND WINNERS EMPLOYMENT CENTRE|27648688
902|Grand Royal (AFT) Employment|27648688
903|Grand Royal (AFT) Employment|27648688
904|Grand Royal (AFT) Employment|27648688

934|YOURMAID SERVICES CENTRE LIMITED|23888930
967|Enjoy Services Centre Limited|23888930

942|VCARE EMPLOYMENT SERVICES LIMITED|34282273
519|Rejoice Employment Services Limited|34282273

967|Enjoy Services Centre Limited|23888930
934|YOURMAID SERVICES CENTRE LIMITED|23888930

979|Sunny Day Employment Agency|27045880
667|Chin House Employment Agency Limited|27045880

981|MAIDSLAND EMPLOYMENT AGENCY|81489614
982|MAIDSLAND EMPLOYMENT AGENCY|81489614

1004|ALL THE BEST EMPLOYMENT LIMITED|23313373
1492|RCI International Employment Agency Limited|23313373

1040|Stone Employment Agency|25138773
482|Great Possession Employment Agency|25138773

1058|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1057|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1059|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1060|FURTHER CREATION EMPLOYMENT CENTRE|28697900
2135|Kex Industrial Company|28697900
33|Finest International Limited|28697900
34|Finest International Limited|28697900
41|Superiority International Limited|28697900

1060|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1057|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1058|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1059|FURTHER CREATION EMPLOYMENT CENTRE|28697900
2135|Kex Industrial Company|28697900
33|Finest International Limited|28697900
34|Finest International Limited|28697900
41|Superiority International Limited|28697900

1073|Perfect Maid Centre|25100038
1072|Perfect Maid Centre|25100038

1115|NEW WISH EMPLOYMENT AGENCY|25770187
1495|NEW FORSEE EMPLOYMENT AGENCY|25770187

1139|St. Joseph's Employment Consultants|21267682
565|Kasa Maid Agency Limited|21267682

1177|JL Employment Centre|24791970
1176|JL Employment Centre|24791970

1208|Ngai Kan Employment Agency|26382851
1594|CHAMPION EMPLOYMENT|26382851

1225|Radiant Maid Agency Service Limited|27800050
1224|Radiant Maid Agency Service Limited|27800050

1259|VIVA EMPLOYMENT SERVICES LIMITED|27890223
1260|VIVA EMPLOYMENT SERVICES LIMITED|27890223

1260|VIVA EMPLOYMENT SERVICES LIMITED|27890223
1259|VIVA EMPLOYMENT SERVICES LIMITED|27890223

1262|Dragon Castle Employment Agency Limited|37530456
1282|FAN IN EMPLOYMENT AGENCY LIMITED|37530456

1267|FESDI EMPLOYMENT CENTRE|28992161
1265|FESDI EMPLOYMENT CENTRE|28992161
1270|FESDI EMPLOYMENT CENTRE|28992161
1272|FESDI EMPLOYMENT CENTRE|28992161

1270|FESDI EMPLOYMENT CENTRE|28992161
1265|FESDI EMPLOYMENT CENTRE|28992161
1267|FESDI EMPLOYMENT CENTRE|28992161
1272|FESDI EMPLOYMENT CENTRE|28992161

1296|WANG FULLCO EMPLOYMENT AGENCY LIMITED|23328803
2295|CORDIAL EMPLOYMENT AGENCY CO|23328803

1319|HAPPY HOUSE EMPLOYMENT AGENCY|27877518
1486|FAVOR MAID EMPLOYMENT AGENCY|27877518
1933|GOLDEN PEAK EMPLOYMENT AGENCY|27877518
2525|JIM CITY EMPLOYMENT AGENCY|27877518

1359|Bandung Enterprises|25494838
1699|KING BEST HOLDINGS LIMITED|25494838

1395|MR. RIGHT EMPLOYMENT CENTRE|28571362
122|Right Man Consultants Limited|28571362

1403|JET SYSTEM PACIFIC LIMITED|30111189
1404|JET SYSTEM PACIFIC LIMITED|30111189

1404|JET SYSTEM PACIFIC LIMITED|30111189
1403|JET SYSTEM PACIFIC LIMITED|30111189

1414|HO MAN EMPLOYMENT AGENCY|24589491
403|New Town Employment Agency|24589491

1419|NAULI EMPLOYMENT AGENCY COMPANY LIMITED|28971982
1228|LI WING EMPLOYMENT CENTRE|28971982

1422|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|31562336
427|Foreign Maid Employment Agency|31562336

1439|TOP RESOURCES CONSULTANCY COMPANY|21519335
266|Caring Employment Centre|21519335

1452|Mamie Employment Centre Limited|21111104
790|BLISS EMPLOYMENT SERVICES LIMITED|21111104

1486|FAVOR MAID EMPLOYMENT AGENCY|27877518
1319|HAPPY HOUSE EMPLOYMENT AGENCY|27877518
1933|GOLDEN PEAK EMPLOYMENT AGENCY|27877518
2525|JIM CITY EMPLOYMENT AGENCY|27877518

1492|RCI International Employment Agency Limited|23313373
1004|ALL THE BEST EMPLOYMENT LIMITED|23313373

1495|NEW FORSEE EMPLOYMENT AGENCY|25770187
1115|NEW WISH EMPLOYMENT AGENCY|25770187

1553|FAI SING (HONG KONG) LIMITED|39933850
2682|Fong Wah Trading Co|39933850

1575|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|31739059
1655|FIRST CAPITAL RESOURCES GROUP LIMITED|31739059
1832|Maid Best Limited|31739059

1579|UNITED FAMILY EMPLOYMENT AGENCY|23932096
486|Maid Supply Employment Agency|23932096

1594|CHAMPION EMPLOYMENT|26382851
1208|Ngai Kan Employment Agency|26382851

1599|Rising Sun Employment Agency|35202170
1129|MADAM JOE PROFESSIONAL DOMESTIC SERVICES COMPANY|35202170

1609|Ensemble Human Resources Co. Limited|21490779
1607|Ensemble Human Resources Co. Limited|21490779
1608|Ensemble Human Resources Co. Limited|21490779
1610|Ensemble Human Resources Co. Limited|21490779

1610|Ensemble Human Resources Co. Limited|21490779
1607|Ensemble Human Resources Co. Limited|21490779
1608|Ensemble Human Resources Co. Limited|21490779
1609|Ensemble Human Resources Co. Limited|21490779

1633|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
1632|HOME CARE EMPLOYMENT AGENCY LIMITED|26739277
2241|SUNTEL ENTERPRISES|26739277
268|Sumber Makmur Trading Co.|26739277

1655|FIRST CAPITAL RESOURCES GROUP LIMITED|31739059
1575|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|31739059
1832|Maid Best Limited|31739059

1658|Best of Best (BOB) Employment Centre|28981738
1657|Best of Best (BOB) Employment Centre|28981738

1689|FUN TOP EMPLOYMENT SERVICE COMPANY|27720087
2994|ANLIDA|27720087

1699|KING BEST HOLDINGS LIMITED|25494838
1359|Bandung Enterprises|25494838

1708|TACKLE STAR|37475880
467|HERO INDONESIA|37475880

1743|DIANA Human Resources|35851669
665|DK & C Employment Service Co.|35851669

1758|MAIDSDOT.COM LIMITED|25238790
130|C.T. Maids Limited|25238790

1787|HELPER SEARCH TECHNOLOGIES LIMITED|28859080
2227|Ansin Employment Services|28859080

1798|HEARTFUL EMPLOYMENT SERVICES (HK) LIMITED|26823847
56|Beatrice Filipino Domestic Helpers|26823847

1832|Maid Best Limited|31739059
1575|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|31739059
1655|FIRST CAPITAL RESOURCES GROUP LIMITED|31739059

1835|A&F; EMPLOYMENT CENTRE|23889057
1836|A&F; EMPLOYMENT CENTRE|23889057
1838|A&F; EMPLOYMENT CENTRE|23889057
641|A & E Employment Centre|23889057
656|AIE Employment Centre|23889057

1836|A&F; EMPLOYMENT CENTRE|23889057
1835|A&F; EMPLOYMENT CENTRE|23889057
1838|A&F; EMPLOYMENT CENTRE|23889057
641|A & E Employment Centre|23889057
656|AIE Employment Centre|23889057

1837|A&F; EMPLOYMENT CENTRE|31000120
642|A & E Employment Centre|31000120

1838|A&F; EMPLOYMENT CENTRE|23889057
1835|A&F; EMPLOYMENT CENTRE|23889057
1836|A&F; EMPLOYMENT CENTRE|23889057
641|A & E Employment Centre|23889057
656|AIE Employment Centre|23889057

1883|TAKEME EMPLOYMENT AGENCY|35655219
1882|TAKEME EMPLOYMENT AGENCY|35655219

1888|KA YIN EMPLOYMENT CENTRE|24876111
1889|KA YIN EMPLOYMENT CENTRE|24876111

1889|KA YIN EMPLOYMENT CENTRE|24876111
1888|KA YIN EMPLOYMENT CENTRE|24876111

1933|GOLDEN PEAK EMPLOYMENT AGENCY|27877518
1319|HAPPY HOUSE EMPLOYMENT AGENCY|27877518
1486|FAVOR MAID EMPLOYMENT AGENCY|27877518
2525|JIM CITY EMPLOYMENT AGENCY|27877518

2118|CITY EMPLOYMENT PARADISE CO.|28850612
785|OLYMPIA EMPLOYMENT COMPANY|28850612

2121|CITY EMPLOYMENT PARADISE CO.|27726706
2233|SCENEWAY EMPLOYMENT PARADISE CO.|27726706

2122|TSUEN WAN EMPLOYMENT PARADISE CO.|22134468
2119|CITY EMPLOYMENT PARADISE CO.|22134468

2158|WING MING EMPLOYMENT SERVICES|28776533
2159|WING MING EMPLOYMENT SERVICES|28776533

2159|WING MING EMPLOYMENT SERVICES|28776533
2158|WING MING EMPLOYMENT SERVICES|28776533

2189|KING'S ONE EMPLOYMENT AGENCY|23030540
629|HAPPY YO YO OVERSEA EMPLOYMENT AGENCY|23030540

2194|SMOOTH MAID EMPLOYMENT AGENCY LIMITED|23388402
449|Jumbo International Maid Employment Agency|23388402

2233|SCENEWAY EMPLOYMENT PARADISE CO.|27726706
2121|CITY EMPLOYMENT PARADISE CO.|27726706

2260|SINCERE COMPANY|35851785
2261|SINCERE COMPANY|35851785

2261|SINCERE COMPANY|35851785
2260|SINCERE COMPANY|35851785

2269|DILIGENT EMPLOYMENT|26758600
2354|WILLPOWER EMPLOYMENT CONSULTANT|26758600

2287|MING YIP CONSULTANT|26082991
2667|CAMBRIDGE CONSULTANTS|26082991

2320|HKBS|23664299
2321|e-Job|23664299

2321|e-Job|23664299
2320|HKBS|23664299

2495|THE ONE HELPER AGENCY|82662846
2494|THE ONE HELPER AGENCY|82662846

2511|Gary's Employment Agency Company Limited|81485331
2690|U.A. EMPLOYMENT CENTER|81485331

2522|LT Domestic Helper Agency Limited|35202147
2726|R JOB LIMITED|35202147

2525|JIM CITY EMPLOYMENT AGENCY|27877518
1319|HAPPY HOUSE EMPLOYMENT AGENCY|27877518
1486|FAVOR MAID EMPLOYMENT AGENCY|27877518
1933|GOLDEN PEAK EMPLOYMENT AGENCY|27877518

2571|FULLY HUMAN RESOURCE AGENCY COMPANY|25663720
590|Po Sing Employment Service Centre Limited|25663720

2612|GRAND WINNERS EMPLOYMENT CENTRE|27648688
1373|Grand Palace Employment Agency Centre|27648688
902|Grand Royal (AFT) Employment|27648688
903|Grand Royal (AFT) Employment|27648688
904|Grand Royal (AFT) Employment|27648688
905|Grand Royal (AFT) Employment|27648688

2690|U.A. EMPLOYMENT CENTER|81485331
2511|Gary's Employment Agency Company Limited|81485331

2889|Good Hands Employment Agency|30036289
3036|PHILMAID SERVICE COMPANY|30036289

2994|ANLIDA|27720087
1689|FUN TOP EMPLOYMENT SERVICE COMPANY|27720087

56|Beatrice Filipino Domestic Helpers|26823847
1798|HEARTFUL EMPLOYMENT SERVICES (HK) LIMITED|26823847

67|Sing Fai (Hong Kong) Co.|27713970
495|Regent Pacific Service Company|27713970

136|Top Maids Employment Agency|27801903
140|Top Make Enterprise|27801903

140|Top Make Enterprise|27801903
136|Top Maids Employment Agency|27801903

147|KA WO CONSULTANTS LIMITED|25263380
324|Home De Fairy Consultants Limited|25263380
60|D.D. Domestic Services|25263380

176|Good Link Consultants|81040816
177|Good Link Consultants|81040816

177|Good Link Consultants|81040816
176|Good Link Consultants|81040816

195|Mrs. MA's Employment Services|26532397
194|Mrs. MA's Employment Services|26532397
273|Romy Employment Services|26532397

221|Way Tech Consultants Company|28322036
161|SACRED HEART INTERNATIONAL CONSULTANTS|28322036

236|Apec Employment Agency|28983236
2915|NU PARTNER EMPLOYMENT AGENCY|28983236

240|Right Choice Overseas Employment Centre Limited|30079141
241|Right Choice Overseas Employment Centre Limited|30079141

256|K&P; Employment Agency|27157770
1398|K & H Employment Agency|27157770
257|K&P; Employment Agency|27157770

257|K&P; Employment Agency|27157770
1398|K & H Employment Agency|27157770
256|K&P; Employment Agency|27157770

37|Helpful Company|28878350
1136|KAREN & COMPANY|28878350

319|Blue Sky Co.|27090758
397|The Searchers Human Resources Co.|27090758

385|Jedegal Consultants Co.|23952682
386|Jedegal Consultants Co.|23952682

411|H W Employment Agency Centre|27706568
412|H W Employment Agency Centre|27706568

434|Get Maid Agency|28159750
2147|POINTS AGENCY|28159750
435|Get Maid Agency|28159750
436|Get Maid Agency|28159750

452|Ming Tak Services Company|29888512
451|Ming Tak Services Company|29888512

495|Regent Pacific Service Company|27713970
67|Sing Fai (Hong Kong) Co.|27713970

528|Brilliant Employment Consultant|24739776
484|Bright Essence International Limited|24739776

542|Hung Chau Company Limited|31020066
543|Hung Chau Company Limited|31020066

656|AIE Employment Centre|23889057
1835|A&F; EMPLOYMENT CENTRE|23889057
1836|A&F; EMPLOYMENT CENTRE|23889057
1838|A&F; EMPLOYMENT CENTRE|23889057
641|A & E Employment Centre|23889057

658|ANSTAR LIMITED|23331035
261|Maid Home Employment Agency|23331035

694|Advantage Consultant Co.|27711420
695|Advantage Consultant Co.|27711420

785|OLYMPIA EMPLOYMENT COMPANY|28850612
2118|CITY EMPLOYMENT PARADISE CO.|28850612

962|Chen Chen Co|22648201
963|Chen Chen Co|22648201

1072|Perfect Maid Centre|25100038
1073|Perfect Maid Centre|25100038

1136|KAREN & COMPANY|28878350
37|Helpful Company|28878350

1176|JL Employment Centre|24791970
1177|JL Employment Centre|24791970

1186|CB Consultants|23853905
1263|Chris Benne|23853905
1568|TEH WONG MANPOWER|23853905

1207|Liberty Employment Agency|37967729
1206|Liberty Employment Agency|37967729

1228|LI WING EMPLOYMENT CENTRE|28971982
1419|NAULI EMPLOYMENT AGENCY COMPANY LIMITED|28971982

1263|Chris Benne|23853905
1186|CB Consultants|23853905
1568|TEH WONG MANPOWER|23853905

1265|FESDI EMPLOYMENT CENTRE|28992161
1267|FESDI EMPLOYMENT CENTRE|28992161
1270|FESDI EMPLOYMENT CENTRE|28992161
1272|FESDI EMPLOYMENT CENTRE|28992161

1272|FESDI EMPLOYMENT CENTRE|28992161
1265|FESDI EMPLOYMENT CENTRE|28992161
1267|FESDI EMPLOYMENT CENTRE|28992161
1270|FESDI EMPLOYMENT CENTRE|28992161

1282|FAN IN EMPLOYMENT AGENCY LIMITED|37530456
1262|Dragon Castle Employment Agency Limited|37530456

1373|Grand Palace Employment Agency Centre|27648688
2612|GRAND WINNERS EMPLOYMENT CENTRE|27648688
902|Grand Royal (AFT) Employment|27648688
903|Grand Royal (AFT) Employment|27648688
904|Grand Royal (AFT) Employment|27648688
905|Grand Royal (AFT) Employment|27648688

1398|K & H Employment Agency|27157770
256|K&P; Employment Agency|27157770
257|K&P; Employment Agency|27157770

1434|WELL SHINE CO.|30109787
1435|WELL SHINE CO.|30109787

1435|WELL SHINE CO.|30109787
1434|WELL SHINE CO.|30109787

1568|TEH WONG MANPOWER|23853905
1186|CB Consultants|23853905
1263|Chris Benne|23853905

1657|Best of Best (BOB) Employment Centre|28981738
1658|Best of Best (BOB) Employment Centre|28981738

1884|CLARICH EMPLOYMENT COMPANY|25743304
201|PBI Employment Services & Trading Company|25743304

2135|Kex Industrial Company|28697900
1057|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1058|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1059|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1060|FURTHER CREATION EMPLOYMENT CENTRE|28697900
33|Finest International Limited|28697900
34|Finest International Limited|28697900
41|Superiority International Limited|28697900

2494|THE ONE HELPER AGENCY|82662846
2495|THE ONE HELPER AGENCY|82662846

2506|Grand Bee Trade Plus|23074936
1980|Grand Excellent Intercontinental Recruitment Agency|23074936

2568|BTI COURIER EXPRESS|27711295
637|Pacific Garden Employment Agency|27711295

2667|CAMBRIDGE CONSULTANTS|26082991
2287|MING YIP CONSULTANT|26082991

2682|Fong Wah Trading Co|39933850
1553|FAI SING (HONG KONG) LIMITED|39933850

2812|EC5M LIMITED|30138810
1774|directhire.hk|30138810

2915|NU PARTNER EMPLOYMENT AGENCY|28983236
236|Apec Employment Agency|28983236

3036|PHILMAID SERVICE COMPANY|30036289
2889|Good Hands Employment Agency|30036289

